Family	Latin	Author	ValidLatin	Scope
Combretaceae	Terminalia buceras	(L.) C. Wright	Terminalia buceras	
Combretaceae	Terminalia bucidoides	Standl. & L.O. Williams	Terminalia oblonga	everywhere
Combretaceae	Terminalia chiriquensis	Pittier	Terminalia oblonga	everywhere
Combretaceae	Terminalia hayesii	Pittier	Terminalia amazonia	everywhere
Combretaceae	Terminalia lucida	Hoffmanns. ex Mart.	Terminalia lucida	
Combretaceae	Terminalia oblonga	(Ruiz & Pav.) Steud.	Terminalia oblonga	
Pentaphylacaceae	Ternstroemia seemannii	Triana & Planch.	Ternstroemia tepezapote	everywhere
Pentaphylacaceae	Ternstroemia tepezapote	Schltdl. & Cham.	Ternstroemia tepezapote	
Asteraceae	Tessaria integrifolia	Ruiz & Pav.	Tessaria integrifolia	
Melastomataceae	Tessmannianthus carinatus	Almeda	Tessmannianthus carinatus	
Melastomataceae	Tessmannianthus cereifolius	Almeda	Tessmannianthus cereifolius	
Melastomataceae	Tessmannianthus gordonii	Almeda	Tessmannianthus gordonii	
Burseraceae	Tetragastris panamensis	(Engl.) Kuntze 	Protium stevensonii	everywhere
Burseraceae	Tetragastris tomentosa	D.M. Porter	Protium pittieri	everywhere
Salicaceae	Tetrathylacium johansenii	Standl.	Tetrathylacium johansenii	
Salicaceae	Tetrathylacium macrophyllum	Poepp.	Tetrathylacium macrophyllum	
Euphorbiaceae	Tetrorchidium andinum	Müll. Arg.	Tetrorchidium trichotocarpum	Panama only
Euphorbiaceae	Tetrorchidium brevifolium	Standl. & Steyerm.	Tetrorchidium brevifolium	
Euphorbiaceae	Tetrorchidium costaricense	Huft	Tetrorchidium costaricense	
Euphorbiaceae	Tetrorchidium euryphyllum	Standl.	Tetrorchidium euryphyllum	
Euphorbiaceae	Tetrorchidium gorgonae	Croizat	Tetrorchidium trichotocarpum	Panama only
Euphorbiaceae	Tetrorchidium microphyllum	Huft	Tetrorchidium microphyllum	
Euphorbiaceae	Tetrorchidium robledoanum	Cuatrec.	Tetrorchidium trichotocarpum	Panama only
Euphorbiaceae	Tetrorchidium rotundatum	Standl.	Tetrorchidium rotundatum	
Euphorbiaceae	Tetrorchidium trichotocarpum	McPherson	Tetrorchidium trichotocarpum	
Malvaceae	Theobroma angustifolium	Sessé & Moc. ex DC.	Theobroma angustifolium	
Malvaceae	Theobroma bernoullii	Pittier	Theobroma bernoullii	
Malvaceae	Theobroma cacao	L.	Theobroma cacao	
Malvaceae	Theobroma chocoense	Cuatrec.	Theobroma simiarum	everywhere
Malvaceae	Theobroma simiarum	Donn. Sm.	Theobroma simiarum	
Malvaceae	Theobroma speciosum	Willd. ex Spreng.	Theobroma speciosum	
Apocynaceae	Thevetia ahouai	(L.) A. DC.	Thevetia ahouai	
Apocynaceae	Thevetia nitida	(Kunth) A. DC.	Thevetia ahouai	everywhere
Apocynaceae	Thevetia peruviana	(Pers.) K. Schum.	Thevetia peruviana	
Melastomataceae	Tibouchina aspera	Aubl.	Tibouchina aspera	
Melastomataceae	Tibouchina inopinata	Wurdack	Tibouchina inopinata	
Ticodendraceae	Ticodendron incognitum	Gómez-Laur. & L.D. Gómez	Ticodendron incognitum	
Rutaceae	Ticorea unifoliolata	T.S. Elias	Conchocarpus guyanensis	everywhere
Asteraceae	Tilesia baccata	(L.) Pruski	Tilesia baccata	
Primulaceae	Tinus revoluta	(Kunth) Kuntze	Ardisia revoluta	everywhere
Asteraceae	Tithonia diversifolia	(Hemsl.) A. Gray	Tithonia diversifolia	
Asteraceae	Tithonia longiradiata	(Bertol.) S.F. Blake	Tithonia longiradiata	
Melastomataceae	Tococa acuminata	Benth.	Tococa guianensis	everywhere
Melastomataceae	Tococa guianensis	Aubl.	Tococa guianensis	
Rubiaceae	Tocoyena pittieri	(Standl.) Standl.	Tocoyena pittieri	
Apocynaceae	Tonduzia stenophylla	(Donn. Sm.) Pittier	Alstonia longifolia	everywhere
Melastomataceae	Topobea fragrantissima	Almeda	Blakea fragrantissima	everywhere
Melastomataceae	Topobea grandiflora	Suess.	Blakea storkii	everywhere
Melastomataceae	Topobea maurofernandeziana	Cogn.	Blakea maurofernandeziana	everywhere
Melastomataceae	Topobea multiflora	(D. Don) Triana	Blakea multiflora	everywhere
Melastomataceae	Topobea parasitica	Aubl.	Blakea parasitica	everywhere
Melastomataceae	Topobea parvifolia	(Gleason) Almeda	Blakea parvifolia	everywhere
Melastomataceae	Topobea pittieri	Cogn.	Blakea henripittieri	everywhere
Melastomataceae	Topobea pluvialis	Standl.	Blakea pluvialis	everywhere
Heliotropiaceae	Tournefortia bicolor	Sw.	Tournefortia bicolor	
Heliotropiaceae	Tournefortia glabra	L.	Tournefortia glabra	
Heliotropiaceae	Tournefortia johnstonii	Standl.	Tournefortia johnstonii	
Heliotropiaceae	Tournefortia multiflora	J. S. Mill.	Tournefortia multiflora	
Heliotropiaceae	Tournefortia ramonensis	Standl.	Tournefortia ramonensis	
Heliotropiaceae	Tournefortia subspicata	Donn. Sm.	Tournefortia subspicata	
Clusiaceae	Tovomita caputmonsia	Gahagen	Arawakia caputmonsia	everywhere
Clusiaceae	Tovomita croatii	Maguire	Chrysochlamys croatii	everywhere
Clusiaceae	Tovomita glauca	(Oerst., Planch. & Triana) L.O. Williams	Chrysochlamys glauca	everywhere
Clusiaceae	Tovomita longifolia	(Rich.) Hochr.	Tovomita longifolia	
Clusiaceae	Tovomita membranifolia	Standl.	Tovomita stylosa	everywhere
Clusiaceae	Tovomita morii	Maguire	Tovomita morii	
Clusiaceae	Tovomita panamaea	Gahagen	Arawakia panamaea	everywhere
Clusiaceae	Tovomita stylosa	Hemsl.	Tovomita stylosa	
Clusiaceae	Tovomita weddelliana	Planch. & Triana	Arawakia weddelliana	everywhere
Clusiaceae	Tovomitopsis allenii	Maguire	Chrysochlamys allenii	everywhere
Clusiaceae	Tovomitopsis angustifolia	Maguire	Chrysochlamys angustifolia	everywhere
Clusiaceae	Tovomitopsis centistaminibus	D'Arcy	Chrysochlamys allenii	everywhere
Clusiaceae	Tovomitopsis costaricana	Oerst., Planch. & Triana	Chrysochlamys psychotriifolia	everywhere
Clusiaceae	Tovomitopsis croatii	(Maguire) D'Arcy	Chrysochlamys croatii	everywhere
Clusiaceae	Tovomitopsis faucis	D'Arcy	Chrysochlamys psychotriifolia	everywhere
Clusiaceae	Tovomitopsis glauca	Oerst., Planch. & Triana	Chrysochlamys glauca	everywhere
Clusiaceae	Tovomitopsis membrillensis	D'Arcy	Chrysochlamys membrillensis	everywhere
Clusiaceae	Tovomitopsis myrcioides		Chrysochlamys grandifolia	Panama only
Clusiaceae	Tovomitopsis nicaraguensis	Oerst., Planch. & Triana	Chrysochlamys nicaraguensis	everywhere
Clusiaceae	Tovomitopsis silvicola	Hammel	Chrysochlamys silvicola	everywhere
Clusiaceae	Tovomitopsis standleyana	(L.O. Williams) D'Arcy	Chrysochlamys nicaraguensis	everywhere
Anacardiaceae	Toxicodendron striatum	(Ruiz & Pav.) Kuntze	Toxicodendron striatum	
Rutaceae	Toxosiphon lindenii	(Planch.) Baill.	Toxosiphon lindenii	
Burseraceae	Trattinnickia aspera	(Standl.) Swart	Trattinnickia aspera	
Burseraceae	Trattinnickia burserifolia	Mart.	Trattinnickia burserifolia	
Cannabaceae	Trema domingensis	Urb.	Trema domingensis	
Cannabaceae	Trema integerrima	(Beurl.) Standl.	Trema domingensis	everywhere
Cannabaceae	Trema micrantha	(L.) Blume	Trema micrantha	
Acanthaceae	Trichanthera gigantea	(Bonpl.) Nees	Trichanthera gigantea	
Meliaceae	Trichilia acuminata	(Humb. & Bonpl. ex Roem. & Schult.) C. DC.	Trichilia acuminata	
Meliaceae	Trichilia americana	(Sessé & Moc.) T.D. Penn.	Trichilia americana	
Meliaceae	Trichilia chiriquina	C. DC.	Trichilia martiana	everywhere
Meliaceae	Trichilia cipo		Trichilia tuberculata	Panama only
Meliaceae	Trichilia havanensis	Jacq.	Trichilia havanensis	
Meliaceae	Trichilia hirta	L.	Trichilia hirta	
Meliaceae	Trichilia japurensis	C. DC.	Trichilia pleeana	everywhere
Meliaceae	Trichilia martiana	C. DC.	Trichilia martiana	
Meliaceae	Trichilia montana	Kunth	Trichilia pallida	everywhere
Meliaceae	Trichilia moritzii	C. DC.	Trichilia septentrionalis	everywhere
Meliaceae	Trichilia pallida	Sw.	Trichilia pallida	
Meliaceae	Trichilia pleeana	(A. Juss.) C. DC.	Trichilia pleeana	
Meliaceae	Trichilia poeppigii	C. DC.	Trichilia poeppigii	
Meliaceae	Trichilia quadrijuga	Kunth	Trichilia quadrijuga	
Meliaceae	Trichilia septentrionalis	C. DC.	Trichilia septentrionalis	
Meliaceae	Trichilia skutchii	C.V. Morton & P.H. Allen	Trichilia pallida	everywhere
Meliaceae	Trichilia trifolia	L.	Trichilia trifolia	
Meliaceae	Trichilia tuberculata	(Triana & Planch.) C. DC.	Trichilia tuberculata	
Meliaceae	Trichilia verrucosa	C. DC.	Trichilia pleeana	everywhere
Malvaceae	Trichospermum galeottii	(Turcz.) Kosterm.	Trichospermum galeottii	
Malvaceae	Trichospermum mexicanum	(DC.) Baill.	Trichospermum galeottii	everywhere
Phytolaccaceae	Trichostigma octandrum	(L.) H. Walter	Trichostigma octandrum	
Polygonaceae	Triplaris americana	L.	Triplaris americana	
Polygonaceae	Triplaris cumingiana	Fisch. & C.A. Mey. ex C.A. Mey.	Triplaris cumingiana	
Polygonaceae	Triplaris melaenodendron	(Bertol.) Standl. & Steyerm.	Triplaris melaenodendron	
Malvaceae	Triumfetta arborescens	(Seem.) Sprague	Triumfetta arborescens	
Malvaceae	Triumfetta bogotensis	DC.	Triumfetta bogotensis	
Malvaceae	Triumfetta lappula	L.	Triumfetta lappula	
Malvaceae	Triumfetta speciosa	Seem.	Triumfetta speciosa	
Asteraceae	Trixis inula	Crantz	Trixis inula	
Moraceae	Trophis caucana	(Pittier) C.C. Berg	Trophis caucana	
Moraceae	Trophis involucrata	W.C. Burger	Trophis involucrata	
Moraceae	Trophis mexicana	(Liebm.) Bureau	Trophis mexicana	
Moraceae	Trophis racemosa	(L.) Urb.	Trophis racemosa	
Passifloraceae	Turnera panamensis	Urb.	Turnera panamensis	
Staphyleaceae	Turpinia occidentalis	(Sw.) G. Don	Staphylea occidentalis	everywhere
Staphyleaceae	Turpinia paniculata	NA	Staphylea occidentalis	everywhere
Myrtaceae	Ugni friedrichsthalii	O. Berg	Ugni myricoides	everywhere
Myrtaceae	Ugni montana	(Benth.) O. Berg	Ugni myricoides	everywhere
Myrtaceae	Ugni myricoides	(Kunth) O. Berg	Ugni myricoides	
Ulmaceae	Ulmus mexicana	(Liebm.) Planch.	Ulmus mexicana	
Annonaceae	Unona bibracteata	B.L. Rob.	Desmopsis bibracteata	everywhere
Annonaceae	Unona fluminensis	Vell.	Xylopia sericea	everywhere
Annonaceae	Unona panamensis	B.L. Rob.	Desmopsis panamensis	everywhere
Annonaceae	Unonopsis bullata	Maas & G.E. Schatz	Unonopsis bullata	
Annonaceae	Unonopsis darienensis	Maas & Westra	Unonopsis darienensis	
Annonaceae	Unonopsis hammelii	G.E. Schatz & Maas	Unonopsis hammelii	
Annonaceae	Unonopsis longipes	Maas & Westra	Unonopsis longipes	
Annonaceae	Unonopsis macrocarpa	Maas & Setten	Unonopsis macrocarpa	
Annonaceae	Unonopsis megalosperma	Maas & Westra	Unonopsis megalosperma	
Annonaceae	Unonopsis pacifica	R.E. Fr.	Unonopsis pacifica	
Annonaceae	Unonopsis panamensis	R.E. Fr.	Unonopsis panamensis	
Annonaceae	Unonopsis pittieri	Saff.	Unonopsis pittieri	
Annonaceae	Unonopsis schippii	R.E. Fr.	Unonopsis pittieri	everywhere
Annonaceae	Unonopsis storkii	Standl. & L.O. Williams	Unonopsis storkii	
Annonaceae	Unonopsis theobromifolia	N. Zamora & Poveda	Unonopsis theobromifolia	
Urticaceae	Urera baccifera	(L.) Gaudich. ex Wedd.	Urera baccifera	
Urticaceae	Urera caracasana	(Jacq.) Gaudich. ex Griseb.	Urera caracasana	
Urticaceae	Urera corallina	(Liebm.) Wedd.	Urera caracasana	everywhere
Urticaceae	Urera eggersii	Hieron.	Urera simplex	everywhere
Urticaceae	Urera fenestrata	A.K. Monro & Al. Rodr.	Urera fenestrata	
Urticaceae	Urera laciniata	Wedd.	Urera laciniata	
Urticaceae	Urera simplex	Wedd.	Urera simplex	
Urticaceae	Urera verrucosa	(Liebm.) V.W. Steinm.	Urera verrucosa	
Fabaceae	Uribea tamarindoides	Dugand & Romero	Uribea tamarindoides	
Ericaceae	Vaccinium consanguineum	Klotzsch	Vaccinium consanguineum	
Ericaceae	Vaccinium costaricense	Wilbur & Luteyn	Vaccinium costaricense	
Ericaceae	Vaccinium floccosum	(L.O. Williams) Wilbur & Luteyn	Vaccinium floccosum	
Ericaceae	Vaccinium luteynii	Wilbur	Vaccinium luteynii	
Ericaceae	Vaccinium poasanum	Donn. Sm.	Vaccinium poasanum	
Ericaceae	Vaccinium santafeense	Wilbur & Luteyn	Vaccinium santafeense	
Fabaceae	Vachellia collinsii	(Saff.) Seigler & Ebinger	Vachellia collinsii	
Fabaceae	Vachellia farnesiana	(L.) Wight & Arn.	Vachellia farnesiana	
Fabaceae	Vachellia melanoceras	(Beurl.) Seigler & Ebinger	Vachellia melanoceras	
Fabaceae	Vachellia ruddiae	(D.H. Janzen) Seigler & Ebinger	Vachellia ruddiae	
