sp4,sp6,family,genus,species,deciduous,oldname,climber,free,liana,vine,shrub,understory,midstory,tree,herb,epiphyte,hemiepiphyte,parasite
HEIS,HEISSC,Olacaceae,Heisteria,scandens,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
HEL2,NA,Heliconiaceae,Heliconia,irrasa,E,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
HELM,NA,Heliconiaceae,Heliconia,mariae,E,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
HEL1,NA,Heliconiaceae,Heliconia,platystachys,E,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
HELV,NA,Heliconiaceae,Heliconia,vaginalis,E,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
NA,HEL1TO,Moraceae,Helicostylis,tovarensis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,HEL2GU,Sterculiaceae,Helicteres,guazumifolia,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
HELP,HELIAM,Tiliaceae,Heliocarpus,americanus,?,Heliocarpus-popayanensis,0,1,0,0,0,0,0,1,0,0,0,0
NA,HELIAP,Tiliaceae,Heliocarpus,appendiculatus,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,HENRSU,Melastomataceae,Henriettea,succosa,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,HENRFA,Melastomataceae,Henriettella,fascicularis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,HENRTR,Melastomataceae,Henriettella,trachyphylla,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,HENRTU,Melastomataceae,Henriettella,tuberculosa,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,HERNDI,Hernandiaceae,Hernandia,didymantha,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,HERNST,Hernandiaceae,Hernandia,stenura,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
HEPA,HERPPA,Acanthaceae,Herpetacanthus,panamensis,?,Acanthaceae,NA,NA,0,0,0,0,0,0,1,0,0,0
NA,HERRNY,Sterculiaceae,Herrania,nycterodendron,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
HERP,HERRPU,Sterculiaceae,Herrania,purpurea,E,NA,0,1,0,0,1,0,0,0,0,0,0,0
NA,HET1VI,Asteraceae,Heterocondylus,vitalbae,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HETL,HETELA,Malpighiaceae,Heteropteris,laurifolia,E,Heteropteris-laurifolia,1,0,1,0,0,0,0,0,0,0,0,0
HETP,HETEPA,Malpighiaceae,Heteropteris,panamense,E,Heteropterys-panamense,1,0,1,0,0,0,0,0,0,0,0,0
NA,HEVEBR,Euphorbiaceae,Hevea,brasiliensis,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
HYEL,HYERAL,Euphorbiaceae,Hieronyma,alchorneoides,E,Hyeronima-laxiflora;Hyeronima-alchorneoides,0,1,0,0,0,0,0,1,0,0,0,0
NA,HYEROB,Euphorbiaceae,Hieronyma,oblonga,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
HIPL,NA,Campanulaceae,Hippobroma,longiflora,?,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
HIPV,HIPPVO,Hippocrateaceae,Hippocratea,volubilis,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
NA,HIPPMA,Euphorbiaceae,Hippomane,mancinella,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,HIP1PA,Rubiaceae,Hippotis,panamensis,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,HIRAF1,Malpighiaceae,Hiraea,fagifolia,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HIRF,HIRAFA,Malpighiaceae,Hiraea,faginea,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
HIR3,NA,Malpighiaceae,Hiraea,fosteri,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
HIRG,HIRAGR,Malpighiaceae,Hiraea,grandifolia,E,NA,1,0,0,1,0,0,0,0,0,0,0,0
HIRP,NA,Malpighiaceae,Hiraea,papilionacea,?,Hiraea-papilonaccae,1,0,1,0,0,0,0,0,0,0,0,0
HIR1,HIRARE,Malpighiaceae,Hiraea,reclinata,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
HIRQ,HIRAQU,Malpighiaceae,Hiraea,smilacina,E,Hiraea-quapara,1,0,1,0,0,0,0,0,0,0,0,0
HIRA,HIRTAM,Chrysobalanaceae,Hirtella,americana,E,NA,0,1,0,0,0,0,1,0,0,0,0,0
NA,HIRTGU,Chrysobalanaceae,Hirtella,guatemalensis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,HIRTLA,Chrysobalanaceae,Hirtella,latifolia,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
HIR2,HIRTRA,Chrysobalanaceae,Hirtella,racemosa,E,NA,0,1,0,0,0,1,0,0,0,0,0,0
NA,HIRT5,Chrysobalanaceae,Hirtella,sp.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HIRT,HIRTTR,Chrysobalanaceae,Hirtella,triandra,E,NA,0,1,0,0,0,0,1,0,0,0,0,0
NA,HIRTTU,Chrysobalanaceae,Hirtella,tubiflora,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
HOFW,NA,Rubiaceae,Hoffmannia,longipetiolata,?,Hoffmannia-woodsonii,0,1,0,0,1,0,0,0,0,0,0,0
HOFE,NA,Rubiaceae,Hoffmannia,subauriculata,?,Hoffmannia-eliasii,0,1,0,0,1,0,0,0,0,0,0,0
NA,HOMARA,Flacourtiaceae,Homalium,racemosum,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,HORTCO,Rutaceae,Hortia,colombiana,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
HUMD,HUMIDI,Humiriaceae,Humiriastrum,diguense,DB,NA,0,1,0,0,0,0,0,1,0,0,0,0
HURC,HURACR,Euphorbiaceae,Hura,crepitans,DF,NA,0,1,0,0,0,0,0,1,0,0,0,0
NA,HYBAAT,Violaceae,Hybanthus,attenuatus,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,HYBADE,Violaceae,Hybanthus,denticulatus,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
HYBP,HYBAPR,Violaceae,Pombalia,prunifolia,E,Hybanthus-prunifolius,0,1,0,0,1,0,0,0,0,0,0,0
HYDP,NA,Saxifragaceae,Hydrangea,peruviana,?,NA,1,0,1,0,0,0,0,0,0,0,0,0
HYLP,HYLEPR,Hippocrateaceae,Hylenaea,praecelsa,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
HYMC,HYMECO,Fabaceae-Caesalpinioideae,Hymenaea,courbaril,?,NA,0,1,0,0,0,0,0,1,0,0,0,0
NA,HYMEPI,Myrsinaceae,Hymenandra,pittieri,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,HYM1ME,Fabaceae-Papilionoideae,Hymenolobium,mesoamericanum,DB,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,HYPETO,Menispermaceae,Hyperbaena,tonduzii,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,HYPT1,Lamiaceae,Hyptis,sp,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
NA,ILEXGU,Aquifoliaceae,Ilex,guianensis,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,INGAAC,Fabaceae-Mimosoideae,Inga,acrocephala,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
INAC,INGAS1,Fabaceae-Mimosoideae,Inga,acuminata,?,Inga-acuminata-skinny,0,1,0,0,0,1,0,0,0,0,0,0
NA,INGAST,Fabaceae-Mimosoideae,Inga,aff.stenophylla,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,INGAAL,Fabaceae-Mimosoideae,Inga,alba,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,INGABE,Fabaceae-Mimosoideae,Inga,bella,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,INGACA,Fabaceae-Mimosoideae,Inga,capitata,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,INGACH,Fabaceae-Mimosoideae,Inga,chocoensis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,INGACI,Fabaceae-Mimosoideae,Inga,ciliata_ss:ciliata,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,INGAC1,Fabaceae-Mimosoideae,Inga,ciliata_ss:subcapitata,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
INCO,INGACO,Fabaceae-Mimosoideae,Inga,cocleensis,?,NA,0,1,0,0,0,1,0,0,0,0,0,0
NA,INGAC2,Fabaceae-Mimosoideae,Inga,coruscans,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,INGADW,Fabaceae-Mimosoideae,Inga,dwyeri,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,INGAED,Fabaceae-Mimosoideae,Inga,edulis,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,INGAFI,Fabaceae-Mimosoideae,Inga,filiformis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
INGO,INGAGO,Fabaceae-Mimosoideae,Inga,goldmanii,DB,NA,0,1,0,0,0,0,1,0,0,0,0,0
INHA,NA,Fabaceae-Mimosoideae,Inga,hayesii,?,NA,0,1,0,0,0,1,0,0,0,0,0,0
NA,INGAJE,Fabaceae-Mimosoideae,Inga,jefensis,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
INFA,INGAFA,Fabaceae-Mimosoideae,Inga,laurina,E,Inga-fagifolia-(INGAFA),0,1,0,0,0,0,1,0,0,0,0,0
NA,INGALE,Fabaceae-Mimosoideae,Inga,leiocalycina,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
INMA,INGAMA,Fabaceae-Mimosoideae,Inga,marginata,E,NA,0,1,0,0,0,1,0,0,0,0,0,0
NA,INGAMO,Fabaceae-Mimosoideae,Inga,mortoniana,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INM1,INGAM1,Fabaceae-Mimosoideae,Inga,mucuna,DB,NA,0,1,0,0,0,0,1,0,0,0,0,0
INM2,INGAM2,Fabaceae-Mimosoideae,Inga,multijuga,?,NA,0,1,0,0,0,0,0,1,0,0,0,0
INQU,INGAQU,Fabaceae-Mimosoideae,Inga,nobilis,?,Inga-quaternata,0,1,0,0,0,1,0,0,0,0,0,0
INMI,INGAMI,Fabaceae-Mimosoideae,Inga,oerstediana,E,Inga--edulis;Inga-minutula,0,1,0,0,0,0,1,0,0,0,0,0
INPA,INGAPA,Fabaceae-Mimosoideae,Inga,pauciflora,DB,NA,0,1,0,0,0,1,0,0,0,0,0,0
INPE,INGAPE,Fabaceae-Mimosoideae,Inga,pezizifera,E,NA,0,1,0,0,0,0,0,1,0,0,0,0
NA,INGAP1,Fabaceae-Mimosoideae,Inga,polita,DB,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,INGAPO,Fabaceae-Mimosoideae,Inga,portobellensis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
INPU,INGAPU,Fabaceae-Mimosoideae,Inga,punctata,NA,NA,0,1,0,0,0,1,0,0,0,0,0,0
INRU,INGARU,Fabaceae-Mimosoideae,Inga,ruiziana,?,NA,0,1,0,0,0,0,0,1,0,0,0,0
INSA,INGASA,Fabaceae-Mimosoideae,Inga,sapindoides,NA,NA,0,1,0,0,0,1,0,0,0,0,0,0
ING6,INGASE,Fabaceae-Mimosoideae,Inga,sertulifera,NA,NA,0,1,0,0,0,1,0,0,0,0,0,0
NA,INGASI,Fabaceae-Mimosoideae,Inga,sierrae,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,INGA11,Fabaceae-Mimosoideae,Inga,sp.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,INGA15,Fabaceae-Mimosoideae,Inga,sp.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,INGA18,Fabaceae-Mimosoideae,Inga,sp.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,INGA24,Fabaceae-Mimosoideae,Inga,sp.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,INGA31,Fabaceae-Mimosoideae,Inga,sp.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,INGA32,Fabaceae-Mimosoideae,Inga,sp.32,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,INGA34,Fabaceae-Mimosoideae,Inga,sp.34(hoja_peque?a),E,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,INGA6,Fabaceae-Mimosoideae,Inga,sp.6,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,INGA7,Fabaceae-Mimosoideae,Inga,sp.7,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,INGA8,Fabaceae-Mimosoideae,Inga,sp.8,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
INSP,INGASP,Fabaceae-Mimosoideae,Inga,spectabilis,?,NA,0,1,0,0,0,0,0,1,0,0,0,0
INTH,INGATH,Fabaceae-Mimosoideae,Inga,thibaudiana,?,NA,0,1,0,0,0,1,0,0,0,0,0,0
INUM,INGAUM,Fabaceae-Mimosoideae,Inga,umbellifera,?,NA,0,1,0,0,0,1,0,0,0,0,0,0
NA,INGAUR,Fabaceae-Mimosoideae,Inga,urceolata,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,INGAV1,Fabaceae-Mimosoideae,Inga,venusta,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
INVE,INGAVE,Fabaceae-Mimosoideae,Inga,vera,?,NA,0,1,0,0,0,1,0,0,0,0,0,0
IPOP,IPOMPH,Convolvulaceae,Ipomoea,phillomega,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
IPOS,IPOMSQ,Convolvulaceae,Ipomoea,squamosa,E,NA,1,0,0,1,0,0,0,0,0,0,0,0
IPOT,IPOMTI,Convolvulaceae,Ipomoea,tiliacea,E,NA,1,0,0,1,0,0,0,0,0,0,0,0
NA,IRIADE,Arecaceae,Iriartea,deltoidea,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,IRYAJU,Myristicaceae,Iryanthera,juruensis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,IRYAME,Myristicaceae,Iryanthera,megistocarpa,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
ISCH,NA,Marantaceae,Ischnosiphon,heleniae,NA,NA,0,1,0,0,0,0,0,0,1,0,0,0
ISEL,ISEILU,Convolvulaceae,Iseia,luxurians,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
ISEH,ISERHA,Rubiaceae,Isertia,haenkeana,E,Isertia-haenkeanna,0,1,0,0,1,0,0,0,0,0,0,0
NA,ISERLA,Rubiaceae,Isertia,laevis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
IXOC,NA,Rubiaceae,Ixora,coccinea,E,NA,0,1,0,0,1,0,0,0,0,0,0,0
NA,IXORFL,Rubiaceae,Ixora,floribunda,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
JAC1,JAC1CA,Bignoniaceae,Jacaranda,caucana,E,NA,0,1,0,0,0,0,1,0,0,0,0,0
JACC,JAC1CO,Bignoniaceae,Jacaranda,copaia,DB,NA,0,1,0,0,0,0,0,1,0,0,0,0
NA,JAC2CO,Caricaceae,Jacaratia,costaricensis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,JAC2DO,Caricaceae,Jacaratia,dolichaula,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
JACS,JAC2SP,Caricaceae,Jacaratia,spinosa,E,NA,0,1,0,0,0,0,0,1,0,0,0,0
NA,JATRCU,Euphorbiaceae,Jatropha,curcas,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,JATRGO,Euphorbiaceae,Jatropha,gossypiifolia,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,JATRIN,Euphorbiaceae,Jatropha,integerrima,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,JOOSUM,Rubiaceae,Joosia,umbellifera,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
JUSG,JUSTGR,Acanthaceae,Justicia,graciliflora,E,NA,1,0,0,1,0,0,0,0,0,0,0,0
NA,JUSTIS,Acanthaceae,Justicia,isthmensis,E,NA,1,0,0,1,0,0,0,0,0,0,0,0
NA,KHAYSE,Meliaceae,Khaya,senegalensis,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,KIGEAF,Bignoniaceae,Kigelia,africana,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,CREMAN,Annonaceae,Klarobelia,anomala,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
KOAW,KOANWE,Asteraceae,Koanophyllon,wetmorei,E,NA,0,1,0,0,1,0,0,0,0,0,0,0
LACA,LACIAG,Flacourtiaceae,Lacistema,aggregatum,E,NA,0,1,0,0,1,0,0,0,0,0,0,0
LACP,LACMPA,Apocynaceae,Lacmellea,panamensis,E,NA,0,1,0,0,0,0,0,1,0,0,0,0
NA,LACMSP,Apocynaceae,Lacmellea,speciosa,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,LADEBR,Rubiaceae,Ladenbergia,brenesii,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,LADEMA,Rubiaceae,Ladenbergia,macrocarpa,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
LAEP,LAETPR,Flacourtiaceae,Laetia,procera,E,NA,0,1,0,0,0,0,0,1,0,0,0,0
LAET,LAETTH,Flacourtiaceae,Laetia,thamnia,E,NA,0,1,0,0,0,1,0,0,0,0,0,0
LAFP,LAFOPU,Lythraceae,Lafoensia,punicifolia,DB,NA,0,1,0,0,0,0,0,1,0,0,0,0
NA,LAGESP,Lythraceae,Lagerstroemia,speciosa,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,LAGURA,Combretaceae,Laguncularia,racemosa,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
LANC,LANTCA,Verbenaceae,Lantana,camara,E,NA,0,1,0,0,1,0,0,0,0,0,0,0
LASS,NA,Poaceae,Lasiacis,sorghoidea,E,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
NA,LAXOTE,Apocynaceae,Laxoplumeria,tessmannii,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
LEAD,LEANDI,Melastomataceae,Leandra,dichotoma,E,NA,0,1,0,0,1,0,0,0,0,0,0,0
NA,LEANGR,Melastomataceae,Leandra,granatensis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,LEAN1,Melastomataceae,Leandra,roja,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,LECOAM,Fabaceae-Papilionoideae,Lecointea,aff.amazonica,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,LECYAM,Lecythidaceae,Lecythis,ampla,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,LENNVI,Fabaceae-Papilionoideae,Lennea,viridiflora,DF,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,LEONGL,Violaceae,Leonia,glycycarpa,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
LEPA,NA,Acanthaceae,Lepidagathis,alopecuroidea,?,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
VERC,LEPICA,Asteraceae,Lepidaploa,canescens,E,Vernonia-canescens;Veronica-arborescens,1,0,0,1,0,0,0,0,0,0,0,0
LEUM,NA,Fabaceae-Mimosoideae,Leucaena,multicapitula,?,NA,0,1,0,0,0,0,0,1,0,0,0,0
NA,LICAAF,Chrysobalanaceae,Licania,affinis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,LICAAR,Chrysobalanaceae,Licania,arborea,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,LICA4,Chrysobalanaceae,Licania,coba,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,LICACR,Chrysobalanaceae,Licania,cruegeriana,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,LICAFA,Chrysobalanaceae,Licania,fasciculata,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
LICH,LICAHY,Chrysobalanaceae,Licania,hypoleuca,E,NA,0,1,0,0,0,0,1,0,0,0,0,0
NA,LICAKA,Chrysobalanaceae,Licania,kallunkii,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,LICALO,Chrysobalanaceae,Licania,longistyla,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,LICAMA,Chrysobalanaceae,Licania,macrocarpa,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,LICAMO,Chrysobalanaceae,Licania,morii,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
LICP,LICAPL,Chrysobalanaceae,Moquilea,platypus,DB,Licania-platypus,0,1,0,0,0,0,0,1,0,0,0,0
NA,LICA1,Chrysobalanaceae,Licania,sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,LICA3,Chrysobalanaceae,Licania,sp.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,LIC13,Lauraceae,Licaria,arco_seco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,LIC1EX,Lauraceae,Licaria,excelsa,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,LIC1GU,Lauraceae,Licaria,guianensis,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,LIC1MI,Lauraceae,Licaria,misantlae,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,LIC12,Lauraceae,Licaria,sp.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LINL,LINDLA,Flacourtiaceae,Lindackeria,laurina,E,NA,0,1,0,0,0,1,0,0,0,0,0,0
NA,LIPPOX,Verbenaceae,Lippia,oxyphyllaria,?,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
NA,LIPPUM,Verbenaceae,Lippia,umbellata,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,LISIJE,Gentianaceae,Lisianthius,jefensis,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LON2,NA,Fabaceae-Papilionoideae,Lonchocarpus, luteomaculatus ,?,NA,0,1,0,0,0,0,0,1,0,0,0,0
NA,LONCAT,Fabaceae-Papilionoideae,Lonchocarpus,atropurpureus,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,LONCFE,Fabaceae-Papilionoideae,Lonchocarpus,ferrugineus,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LONL,LONCLA,Fabaceae-Papilionoideae,Lonchocarpus,heptaphyllus,DF,Lonchocarpus-latifolius,0,1,0,0,0,0,0,1,0,0,0,0
NA,LONCMA,Fabaceae-Papilionoideae,Lonchocarpus,macrophyllus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,LONCMI,Fabaceae-Papilionoideae,Lonchocarpus,minimiflorus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,LONCOL,Fabaceae-Papilionoideae,Lonchocarpus,oliganthus,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,LONCSE,Fabaceae-Papilionoideae,Lonchocarpus,sericeus,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,LONCVE,Fabaceae-Papilionoideae,Lonchocarpus,velutinus,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,LOZAMU,Lacistemataceae,Lozania,mutisiana,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOZP,LOZAPI,Lacistemataceae,Lozania,pittieri,E,Lopimia-dasypetala,0,1,0,0,0,1,0,0,0,0,0,0
NA,LUDGOC,Onagraceae,Ludwigia,octavilis,E,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
NA,LUEHCA,Tiliaceae,Luehea,candida,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LUE1,LUEHSE,Tiliaceae,Luehea,seemannii,DF,NA,0,1,0,0,0,0,0,1,0,0,0,0
LUE2,LUEHSP,Tiliaceae,Luehea,speciosa,DF,NA,0,1,0,0,0,0,0,1,0,0,0,0
NA,LUNAPI,Flacourtiaceae,Lunania,mexicana,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,LUNAPA,Flacourtiaceae,Lunania,parviflora,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
LYCM,LYCIMA,Solanaceae,Lycianthes,maxonii,E,NA,0,1,0,0,1,0,0,0,0,0,0,0
LYCS,NA,Solanaceae,Lycianthes,synanthera,E,NA,0,1,0,0,1,0,0,0,0,0,0,0
NA,LYCOLA,Asteraceae,Lycoseris,latifolia,?,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
MABO,MABEOC,Euphorbiaceae,Mabea,occidentalis,E,NA,0,1,0,0,1,0,0,0,0,0,0,0
MACU,MACFUN,Bignoniaceae,Macfadyena,unguis-cati,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
NA,MACHBI,Fabaceae-Papilionoideae,Machaerium,biovulatum,E,NA,0,1,0,0,0,0,0,0,0,0,0,0
MACF,MACHFL,Fabaceae,Machaerium,floribundum,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
MAC1,MACHM1,Fabaceae,Machaerium,isadelphum,E,Machaerium-microphyllum,1,0,1,0,0,0,0,0,0,0,0,0
MACK,MACHKE,Fabaceae,Machaerium,kegelii,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
MAC2,MACHM2,Fabaceae,Machaerium,milleflorum,E,NA,1,0,0,1,0,0,0,0,0,0,0,0
MACA,MACHAR,Fabaceae,Machaerium,pittieri,E,Machaerium-arboreum,1,0,1,0,0,0,0,0,0,0,0,0
MACR,MACHRI,Fabaceae,Machaerium,riparium,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
NA,MACHSA,Fabaceae-Papilionoideae,Machaerium,salvadorense,?,NA,1,0,1,0,0,0,0,0,0,0,0,0
MACS,MACHSE,Fabaceae,Machaerium,seemanii,E,NA,1,0,1,0,0,0,0,0,0,0,0,0
MACT,MACLTI,Moraceae,Maclura,tinctoria,DB,Chlorophora-tinctoria,0,1,0,0,0,1,0,0,0,0,0,0
NA,MACOSP,Apocynaceae,Macoubea,mesoamericana,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
MACG,MACRGL,Rubiaceae,Macrocnemum,roseum,E,Macrocnemum-glabrescens,0,1,0,0,0,1,0,0,0,0,0,0
NA,MAC1CO,Fabaceae-Caesalpinioideae,Macrolobium,costaricense,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,MAC1PI,Fabaceae-Caesalpinioideae,Macrolobium,pittieri,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
NA,MAGNSO,Magnoliaceae,Magnolia,sororum,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,MALMDI,Annonaceae,Malmea,dimera,?,NA,0,1,0,0,0,0,0,0,0,0,0,0
MALG,MALOGU,Apocynaceae,Malouetia,guatemalensis,E,NA,0,1,0,0,0,1,0,0,0,0,0,0
